NGA,PolID,Time,PolPop,PolTerr,CapPop,levels,government,infrastr,writing,texts,money,SPC1,MG_corr
Upper Egypt,IrAchae,-500,7.333008823,6.740362689,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5,0.887021376,1
Upper Egypt,EgIntOc,-400,6.466248847,5.733364993,4.749427493,5.399567926,0.645454545,0.858333333,1,0.925,5,0.78996058,1
Upper Egypt,EgPtol1,-300,6.84509804,6,5,7,1,0.916666667,1,0.9625,5,0.887760354,1
Upper Egypt,EgPtol2,-200,6.602059991,5.806179974,5.477121255,6.495640641,1,0.916666667,1,0.9625,5,0.879593752,1
Upper Egypt,EgPtol2,-100,6.602059991,5.571708832,5.698970004,6.495640641,1,0.916666667,1,0.9625,5,0.879200369,1
Upper Egypt,ItRomPr,0,7.698970004,6.653212514,6.032370081,8.174936886,0.645454545,0.991666667,0.833333333,1,5,0.926778876,1
Upper Egypt,ItRomPr,100,7.721346318,6.763427994,6.059856612,8.174936886,0.645454545,0.991666667,0.833333333,1,5,0.931204977,1
Upper Egypt,ItRomPr,200,7.820478362,6.698970004,6,8.174936886,0.645454545,0.991666667,0.833333333,1,5,0.929826614,1
Upper Egypt,TrRomDm,300,7.764540313,6.632242167,5.903089987,7.177000769,0.827272727,0.991666667,0.833333333,0.9875,5,0.928458305,1
Upper Egypt,TrERom*,400,7.176091259,6.113943352,5.477121255,7.666666667,0.909090909,0.916666667,0.983333333,1,5,0.912166058,1
Upper Egypt,TrERom*,500,7.301029996,6.161264934,5.698970004,7.666666667,0.909090909,0.916666667,0.983333333,1,5,0.922031865,1
Upper Egypt,TrERom*,600,7.041392685,6.176091259,5.176091259,7.666666667,0.909090909,0.916666667,0.983333333,1,5,0.90158306,1
Upper Egypt,SyCalUm,700,7.391731577,6.954242509,5.479298043,4.864308302,0.554545455,0.908333333,0.842857143,1,5,0.841906264,1
Upper Egypt,IqAbbs1,800,7.489246297,6.919078092,5.84509804,6,0.645454545,0.908333333,0.857142857,1,5,0.8674214,1
Upper Egypt,EgTulIk,900,6.812913357,5.910301477,5.176091259,5.666666667,0.6,0.9,0.857142857,0.9375,5,0.807219453,1
Upper Egypt,TnFatim,1000,7.129101558,6.146128036,5.079181246,6.608274484,0.9,0.925,0.857142857,1,5,0.866663684,1
Upper Egypt,TnFatim,1100,6.597168093,5.800029359,5.079181246,6.608274484,0.9,0.925,0.857142857,1,5,0.847958006,1
Upper Egypt,EgAyyub,1200,6.958007576,6.185246516,5.301029996,5.950146747,0.718181818,0.909090909,0.857142857,1,5,0.839821765,1
Upper Egypt,EgMamBh,1300,6.827354829,6.322219295,5.301029996,7.666666667,0.9,0.908333333,0.857142857,0.9875,5,0.893062495,1
Upper Egypt,EgMamCP,1400,6.681241237,6.322219295,5.49348822,7.666666667,0.9,0.908333333,0.857142857,1,5,0.893948972,1
Upper Egypt,EgMamBu,1500,6.77815125,6.322219295,5.370948245,7,0.9,0.966666667,0.857142857,0.9875,5,0.883267825,1
Upper Egypt,TrOttm3,1600,7.447158031,6.684486292,5.819190474,8.036426254,0.990909091,0.916666667,1,1,5,0.958306584,1
Upper Egypt,TrOttm4,1700,7.380211242,6.673323264,5.84509804,8.327408196,0.990909091,0.916666667,1,1,5,0.95750208,1
Valley of Oaxaca,MxTieLa,-1400,1.985733867,2.146534405,2.287969098,1,0.1,0.109090909,0,0,0,0.086317802,0
Valley of Oaxaca,MxTieLa,-1300,1.985733867,2.146534405,2.287969098,1,0.1,0.109090909,0,0,0,0.086317802,0
Valley of Oaxaca,MxTieLa,-1200,1.985733867,2.146534405,2.287969098,1,0.1,0.109090909,0,0,0,0.086317802,0
Valley of Oaxaca,MxSanGu,-1100,3.156372644,2.829922638,3.089084284,1.5,0.045454545,0.02,0,0,0,0.144372477,0
Valley of Oaxaca,MxSanGu,-1000,3.156372644,2.829922638,3.089084284,1.5,0.045454545,0.02,0,0,0,0.144372477,0
Valley of Oaxaca,MxSanGu,-900,3.156372644,2.829922638,3.089084284,1.5,0.045454545,0.02,0,0,0,0.144372477,0
Valley of Oaxaca,MxSanGu,-800,3.156372644,2.829922638,3.089084284,1.5,0.045454545,0.02,0,0,0,0.144372477,0
Valley of Oaxaca,MxRosar,-700,3.204924983,2.722196987,3,2,0.03,0.027272727,0.5,0.125,0,0.197470149,0
Valley of Oaxaca,MxRosar,-600,3.204924983,2.722196987,3,2,0.03,0.027272727,0.5,0.125,0,0.197470149,0
Valley of Oaxaca,MxAlb1E,-500,3.954709364,3.113943352,3.301029996,1.61391153,0,0,0.5,0.125,0,0.226409701,0
Valley of Oaxaca,MxAlb1E,-400,3.954709364,3.113943352,3.722633923,1.61391153,0,0,0.5,0.125,0,0.238933427,0
Valley of Oaxaca,MxAlb1L,-300,4.698970004,3.698970004,3.722633923,3,0.64,0.25,0.333333333,0.125,0,0.362030791,0
Valley of Oaxaca,MxAlb1L,-200,4.698970004,3.698970004,3.722633923,3,0.64,0.25,0.333333333,0.125,0,0.362030791,0
Valley of Oaxaca,MxAlb2*,-100,4.703821144,4.301029996,4.161368002,3,0.5,0.25,0.166666667,0.125,0,0.356034172,0
Valley of Oaxaca,MxAlb2*,0,4.703821144,4.301029996,4.161368002,3,0.5,0.25,0.166666667,0.125,0,0.356034172,0
Valley of Oaxaca,MxAlb2*,100,4.703821144,4.301029996,4.161368002,3,0.5,0.25,0.166666667,0.125,0,0.356034172,0
Valley of Oaxaca,MxAlb3A,200,5.019351015,4.150614465,4.452372288,2.742830176,0.375,0.190909091,0.3,0.125,0,0.353805086,0
Valley of Oaxaca,MxAlb3A,300,5.019351015,4.150614465,4.452372288,2.742830176,0.375,0.190909091,0.3,0.125,0,0.353805086,0
Valley of Oaxaca,MxAlb3A,400,5.019351015,4.150614465,4.452372288,2.742830176,0.375,0.190909091,0.3,0.125,0,0.353805086,0
Valley of Oaxaca,MxAlb3B,500,3.951657646,3.193412263,4.356012503,2.589946494,0.64,0.044444444,0.557142857,0.125,0.9,0.370858324,0
Valley of Oaxaca,MxAlb3B,600,3.951657646,3.193412263,4.356012503,2.589946494,0.64,0.044444444,0.557142857,0.125,0.9,0.370858324,0
Valley of Oaxaca,MxAlb3B,700,3.951657646,5.041384699,4.356012503,2.256613161,0.64,0.044444444,0.557142857,0.125,0.9,0.364242963,0
Valley of Oaxaca,MxAlb3B,800,3.951657646,5.041384699,4.356012503,2.256613161,0.64,0.044444444,0.557142857,0.125,0.9,0.364242963,0
Valley of Oaxaca,MxAlb5*,900,4.004814372,3.88104551,3.836284007,2.000208858,0.7,0.05,0.56,0.125,0,0.344569206,0
Valley of Oaxaca,MxAlb5*,1000,4.004814372,4.012329046,3.836284007,2.132442597,0.7,0.05,0.56,0.125,0,0.345488743,0
Valley of Oaxaca,MxAlb5*,1100,4.004814372,4.012329046,3.836284007,2.132442597,0.7,0.05,0.56,0.125,0,0.345488743,0
Valley of Oaxaca,MxAlb5*,1200,4.004814372,4.012329046,3.836284007,2.132442597,0.7,0.05,0.56,0.125,0,0.345488743,0
Valley of Oaxaca,MxAlb5*,1300,4.004814372,4.012329046,3.836284007,2.132442597,0.7,0.05,0.56,0.125,0,0.345488743,0
Valley of Oaxaca,MxAlb5*,1400,4.004814372,4.012329046,3.836284007,2.132442597,0.7,0.05,0.56,0.125,0,0.345488743,0
Valley of Oaxaca,MxAlb5*,1500,4.004814372,4.012329046,3.836284007,2.132442597,0.7,0.05,0.56,0.125,0,0.345488743,0
Yemeni Coastal Plain,YeHmyr2,400,5.546353104,5.415712548,4.045448922,4.666666667,0.62,0.78,1,0.85,5,0.729009922,1
Yemeni Coastal Plain,YeHmyr2,500,5.546353104,5.415712548,4.045448922,4.666666667,0.62,0.78,1,0.85,5,0.729009922,1
Yemeni Coastal Plain,IrSasn2,600,7.344392274,6.414973348,5.698970004,6.489439991,0.7,0.97,0.814285714,0.975,5,0.874001984,1
Yemeni Coastal Plain,SyCalUm,700,7.391731577,6.954242509,5.479298043,4.864308302,0.554545455,0.908333333,0.842857143,1,5,0.841906264,1
Yemeni Coastal Plain,YeZiyad,900,4.813146712,4.39189849,3.86138344,3.342099061,0.92,0.9,0.9,0.9,3.6,0.686558983,1
Yemeni Coastal Plain,YeZiyad,1000,4.813146712,4.39189849,3.86138344,3.342099061,0.92,0.9,0.9,0.9,3.6,0.686558983,1
Yemeni Coastal Plain,YeWarLd,1100,5.212883073,5.342954616,3.326582422,4.166307377,0.975,0.96,0.966666667,0.985714286,5,0.802860511,1
Yemeni Coastal Plain,EgAyyub,1200,6.958007576,6.185246516,5.301029996,5.950146747,0.718181818,0.909090909,0.857142857,1,5,0.839821765,1
Yemeni Coastal Plain,YeRasul,1300,5.881657749,6.536808032,4.698970004,4.5,0.977777778,0.95,1,1,4.5,0.80171977,1
Yemeni Coastal Plain,YeRasul,1400,5.881657749,6.536808032,4.698970004,4.5,0.977777778,0.95,1,1,4.5,0.80171977,1
Yemeni Coastal Plain,YeTahir,1500,5.45429018,5.762184359,5.171691705,4.5,0.888888889,0.966666667,1,1,5,0.79706218,1
Yemeni Coastal Plain,TrOttm3,1600,7.447158031,6.684486292,5.819190474,8.036426254,0.990909091,0.916666667,1,1,5,0.958306584,1
Yemeni Coastal Plain,YeQasmi,1700,5.418268189,5.553020095,3.661252435,3,0.572727273,0.272727273,0.833333333,0.814285714,5,0.568927825,1
Yemeni Coastal Plain,YeQasmi,1800,5.418268189,5.553020095,3.661252435,3,0.572727273,0.272727273,0.833333333,0.814285714,5,0.568927825,1
